Equipamento;Valor Indenização;Valor Indenização Total;Patrimônio;Marca;Modelo;Peso;Peso Total;Valor Patrimônio;Tipo Patrimônio;Qtde;Contrato;Valor Contrato; Cliente; Dt. Ativação; Dt.Devolução; Obra; Endereço Obra; Status; Tipo de Locação
ESCORA FÊMEA EURO;R$ 560;R$ 4.480;156;MMK;-;11,2;89,6;R$ 0,00;Próprio;8;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 14.000;156;MMK;-;11,2;280;R$ 0,00;Próprio;25;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 90.720;156;MMK;-;11,2;1814,4;R$ 0,00;Próprio;162;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 62.720;156;MMK;-;11,2;1254,4;R$ 0,00;Próprio;112;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 53.200;156;MMK;-;11,2;1064;R$ 0,00;Próprio;95;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 13.440;156;MMK;-;11,2;268,8;R$ 0,00;Próprio;24;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 2.240;156;MMK;-;11,2;44,8;R$ 0,00;Próprio;4;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 6.720;156;MMK;-;11,2;134,4;R$ 0,00;Próprio;12;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 2.240;156;MMK;-;11,2;44,8;R$ 0,00;Próprio;4;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 6.720;156;MMK;-;11,2;134,4;R$ 0,00;Próprio;12;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 11.760;156;MMK;-;11,2;235,2;R$ 0,00;Próprio;21;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 37.520;156;MMK;-;11,2;750,4;R$ 0,00;Próprio;67;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 11.200;156;MMK;-;11,2;224;R$ 0,00;Próprio;20;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 47.600;156;MMK;-;11,2;952;R$ 0,00;Próprio;85;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 1.120;156;MMK;-;11,2;22,4;R$ 0,00;Próprio;2;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 1.120;156;MMK;-;11,2;22,4;R$ 0,00;Próprio;2;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 14.560;156;MMK;-;11,2;291,2;R$ 0,00;Próprio;26;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 16.240;156;MMK;-;11,2;324,8;R$ 0,00;Próprio;29;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 8.960;156;MMK;-;11,2;179,2;R$ 0,00;Próprio;16;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA EURO;R$ 560;R$ 15.120;156;MMK;-;11,2;302,4;R$ 0,00;Próprio;27;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 990;39;JR;-;13,2;13,2;R$ 160,59;Próprio;1;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 9.900;39;JR;-;13,2;132;R$ 160,59;Próprio;10;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 36.630;39;JR;-;13,2;488,4;R$ 160,59;Próprio;37;160;R$ 22.249,80;Incolajes Industria e Comercio de Lajes LTDA;26/01/2026;31/03/2026;Portalflex;Rua Torricelli, 73, Parque Residencial Laranjeiras;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 4.950;39;JR;-;13,2;66;R$ 160,59;Próprio;5;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 5.940;39;JR;-;13,2;79,2;R$ 160,59;Próprio;6;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 1.980;39;JR;-;13,2;26,4;R$ 160,59;Próprio;2;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 11.880;39;JR;-;13,2;158,4;R$ 160,59;Próprio;12;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 14.850;39;JR;-;13,2;198;R$ 160,59;Próprio;15;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 26.730;39;JR;-;13,2;356,4;R$ 160,59;Próprio;27;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 2.970;39;JR;-;13,2;39,6;R$ 160,59;Próprio;3;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 11.880;39;JR;-;13,2;158,4;R$ 160,59;Próprio;12;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA MÁX;R$ 990;R$ 11.880;39;JR;-;13,2;158,4;R$ 160,59;Próprio;12;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 3.300;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;66;R$ 91,80;Próprio;10;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 330;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;6,6;R$ 91,80;Próprio;1;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 330;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;6,6;R$ 91,80;Próprio;1;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 24.420;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;488,4;R$ 91,80;Próprio;74;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 85.140;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;1702,8;R$ 91,80;Próprio;258;168;R$ 21.844,64;Antônio Medeiros Madeira;04/03/2026;02/04/2026;ALAMEDA DAS CASTANHEIRAS;Rua Alameda das Castanheiras _ Quadra AE  Lote 005;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 37.290;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;745,8;R$ 91,80;Próprio;113;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 24.090;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;481,8;R$ 91,80;Próprio;73;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 16.500;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;330;R$ 91,80;Próprio;50;161;R$ 5.190,00;VIA RIO PARTICIPACOES LTDA;27/01/2026;31/03/2026;RESIDÊNCIA ILHA DO FRADE;RUA PEDRO FRANKLIM CORREA LIMA, ILHA DO FRADE, VITÓRIA/ES;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 9.900;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;198;R$ 91,80;Próprio;30;161;R$ 5.190,00;VIA RIO PARTICIPACOES LTDA;27/01/2026;31/03/2026;RESIDÊNCIA ILHA DO FRADE;RUA PEDRO FRANKLIM CORREA LIMA, ILHA DO FRADE, VITÓRIA/ES;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 6.600;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;132;R$ 91,80;Próprio;20;161;R$ 5.190,00;VIA RIO PARTICIPACOES LTDA;27/01/2026;31/03/2026;RESIDÊNCIA ILHA DO FRADE;RUA PEDRO FRANKLIM CORREA LIMA, ILHA DO FRADE, VITÓRIA/ES;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 7.590;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;151,8;R$ 91,80;Próprio;23;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 32.670;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;653,4;R$ 91,80;Próprio;99;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 6.600;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;132;R$ 91,80;Próprio;20;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 1.320;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;26,4;R$ 91,80;Próprio;4;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 43.890;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;877,8;R$ 91,80;Próprio;133;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 2.640;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;52,8;R$ 91,80;Próprio;8;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 2.640;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;52,8;R$ 91,80;Próprio;8;138;R$ 20.902,75;NILTON VALÉRIO ROSA VALADÃO;26/08/2025;31/01/2026;Ed. Nilton Valadão;R. Manuel Vivácqua,200, Jabour;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 37.290;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;745,8;R$ 91,80;Próprio;113;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 2.640;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;52,8;R$ 91,80;Próprio;8;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 990;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;19,8;R$ 91,80;Próprio;3;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
ESCORA FÊMEA S350;R$ 330;R$ 330;1;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;6,6;6,6;R$ 91,80;Próprio;1;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 16.740;157;MMK;-;9,3;334,8;R$ 0,00;Próprio;36;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 930;157;MMK;-;9,3;18,6;R$ 0,00;Próprio;2;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 5.580;157;MMK;-;9,3;111,6;R$ 0,00;Próprio;12;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 13.950;157;MMK;-;9,3;279;R$ 0,00;Próprio;30;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 3.720;157;MMK;-;9,3;74,4;R$ 0,00;Próprio;8;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 11.625;157;MMK;-;9,3;232,5;R$ 0,00;Próprio;25;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 75.330;157;MMK;-;9,3;1506,6;R$ 0,00;Próprio;162;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 52.080;157;MMK;-;9,3;1041,6;R$ 0,00;Próprio;112;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 44.175;157;MMK;-;9,3;883,5;R$ 0,00;Próprio;95;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 11.160;157;MMK;-;9,3;223,2;R$ 0,00;Próprio;24;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 1.860;157;MMK;-;9,3;37,2;R$ 0,00;Próprio;4;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 5.580;157;MMK;-;9,3;111,6;R$ 0,00;Próprio;12;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 1.860;157;MMK;-;9,3;37,2;R$ 0,00;Próprio;4;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 5.580;157;MMK;-;9,3;111,6;R$ 0,00;Próprio;12;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 9.765;157;MMK;-;9,3;195,3;R$ 0,00;Próprio;21;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 31.155;157;MMK;-;9,3;623,1;R$ 0,00;Próprio;67;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 9.300;157;MMK;-;9,3;186;R$ 0,00;Próprio;20;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 39.525;157;MMK;-;9,3;790,5;R$ 0,00;Próprio;85;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 930;157;MMK;-;9,3;18,6;R$ 0,00;Próprio;2;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
ESCORA MACHO EURO;R$ 465;R$ 930;157;MMK;-;9,3;18,6;R$ 0,00;Próprio;2;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
